total_games,1000000
state,p1_wins,p2_wins,draws
210120121,0,0,812
201101022,285,303,0
201101122,390,398,0
021000121,419,327,0
221000121,475,89,0
221100121,383,404,0
000112020,845,227,285
102002010,679,619,0
102002110,433,382,0
122002111,628,0,0
012002110,444,398,0
012002112,0,588,0
000012102,821,439,0
020100012,727,307,260
021100012,417,111,279
021100212,208,0,403
102000112,214,324,286
102002112,0,581,0
000120021,501,562,260
000120121,180,306,269
201120121,0,439,391
201122121,0,0,1588
121200021,486,100,0
121200121,402,378,0
012100020,742,312,288
012110020,476,219,162
212111020,612,0,0
002112001,517,115,132
002112021,428,0,190
200121001,323,331,139
202121001,0,394,196
102212110,392,380,0
102212112,0,1164,0
100221010,408,144,254
100221012,223,0,366
001202112,412,195,0
211202112,1496,0,0
211212112,1496,0,0
102002101,698,70,0
102002121,619,0,0
112002121,776,0,0
112022121,1671,0,0
001120002,476,704,140
001121002,0,660,130
021121002,0,404,191
121121002,0,390,380
001001022,601,685,0
011001022,315,446,0
011021022,312,323,0
111021022,591,0,0
001012201,376,129,271
021012201,395,0,188
220001100,667,635,0
221001100,609,204,0
221201100,671,0,0
021002110,709,58,0
221002110,572,0,0
002102001,997,221,143
012102001,529,132,137
012122001,368,216,0
012122011,388,414,0
101212000,798,0,0
101212120,595,0,0
001120020,537,676,147
001120021,344,308,141
221120121,0,1271,0
112200201,392,208,0
112200211,385,425,0
112220211,0,1217,0
012101200,335,473,0
212101200,431,232,0
212101201,416,420,0
010100002,1751,2232,0
110100022,415,418,0
102021000,461,604,235
102021010,281,404,132
122021010,396,193,0
122121010,413,413,0
122121210,0,1225,0
012022011,294,307,0
112022011,0,804,0
112222011,0,1169,0
021001200,897,183,287
021101200,526,139,171
021101202,320,99,221
021101212,430,0,445
102012001,785,0,0
221001210,488,98,0
202211121,0,0,1596
001011202,216,439,118
001011222,0,585,0
001211022,351,182,0
011211022,358,391,0
011211222,0,1210,0
100201210,623,132,134
100221210,426,213,0
002012001,1075,82,130
002012011,761,68,0
102212011,609,0,0
002101102,602,204,0
002121112,422,387,0
112200100,114,266,409
120001000,2148,933,807
120021000,452,579,271
120021001,326,469,0
120021021,0,584,0
010211202,294,296,0
110211222,0,1130,0
010020100,1578,1516,764
010220100,472,573,256
110222100,0,611,0
120010002,745,171,440
120011002,480,61,281
120011022,503,124,0
120011122,817,0,0
020010021,1254,86,0
020110021,728,71,0
022110021,473,101,0
122110021,634,0,0
010022101,336,321,121
200011212,524,101,0
201011212,393,386,0
201211212,0,1158,0
110002021,722,51,0
112002021,540,0,0
202001110,301,419,0
222001110,0,578,0
122102101,594,0,0
210020112,0,595,0
201012000,921,101,273
201012010,581,70,131
221012010,382,0,200
000120201,426,615,261
001120201,467,68,305
020010112,409,258,124
020012112,410,220,0
021012112,611,0,0
002100021,674,319,268
012120021,188,181,229
112120021,402,399,0
001101222,0,592,0
112200010,313,334,143
112220010,0,361,211
112220011,0,791,0
110200020,956,89,263
110201022,277,93,201
120000012,588,76,709
120000112,458,48,265
120020112,400,0,188
120021112,402,0,388
122021112,1620,0,0
100012012,301,330,119
102012012,0,590,0
000212001,1251,72,0
020102100,1174,164,0
020102101,630,118,0
022102101,509,87,0
022112121,1558,0,0
122112121,1558,0,0
020011012,481,69,264
020211112,346,0,427
022211112,0,0,1633
100201200,921,196,117
110201200,595,201,0
110201202,503,104,0
001100002,1962,1617,430
001102002,940,198,147
020112100,567,206,0
022112100,317,301,0
120201100,376,135,261
122201110,378,0,406
020120112,393,190,0
121000200,582,217,502
121011220,357,427,0
121011222,0,1233,0
011021020,587,216,0
021010000,3050,278,626
021211002,422,0,186
021211102,618,0,0
100000212,692,209,410
101000212,398,0,367
101002212,442,0,188
111002212,584,0,0
100021200,495,696,134
100021201,336,478,0
102021201,0,615,0
010012102,468,333,0
010212102,484,91,0
020121201,315,292,0
021121201,555,0,0
210000211,184,461,141
210200211,0,599,0
020000011,2672,835,397
022000011,875,472,0
122002011,638,0,0
200102001,570,83,633
200102101,425,60,268
200122101,400,0,222
210122101,385,0,424
001022211,0,209,373
020110122,593,0,0
120110020,772,60,0
120112020,638,0,0
121112220,1572,0,0
210221100,403,218,0
210221110,410,373,0
210221112,0,1121,0
001101022,173,587,0
021101022,272,283,0
121101222,0,1201,0
102020110,552,136,155
122020110,577,0,0
122120110,591,0,0
210100021,270,0,566
210102021,0,0,579
212102121,0,0,1640
120110022,532,94,0
212000110,614,192,0
212000112,314,300,0
212100112,0,777,0
212102112,0,1156,0
201102001,297,0,546
201122011,395,0,388
201122211,0,0,1578
220100121,212,425,0
210100102,257,516,0
210100122,410,196,0
100100020,2602,1264,0
100120020,783,564,0
100120021,339,475,0
100122021,471,98,0
110122021,772,0,0
111200200,758,0,0
011000200,2195,1341,411
011000220,822,440,121
000012112,486,335,0
201000102,797,524,0
201010102,845,0,0
201002112,385,216,0
201012112,614,0,0
210200101,570,74,138
210220101,451,108,0
210221101,756,0,0
100002012,659,492,122
101002012,612,60,126
121002012,420,0,189
121102012,413,0,427
112000200,556,766,0
112100220,198,384,0
112100221,411,418,0
021112020,574,0,0
021112021,778,0,0
200121010,133,650,0
220121010,179,404,0
220121011,361,412,0
200000101,2474,647,764
202000101,581,326,404
202000111,791,0,0
100200121,416,245,112
120200121,411,167,0
120201121,395,393,0
002200011,990,333,0
002201011,456,349,0
202201011,296,295,0
212221011,1573,0,0
120001020,795,530,0
120101020,423,384,0
120101022,416,204,0
001002201,541,217,504
011002201,334,178,259
011022201,277,97,191
111022201,563,0,0
010120021,401,117,261
012120121,398,0,413
212120121,0,0,1623
100120212,202,190,205
012210001,595,72,134
212210001,289,108,199
010102002,657,664,0
010112002,366,477,0
011112022,383,407,0
011112222,0,1174,0
212010112,634,0,0
211020102,0,570,0
100100002,2198,1379,401
102100002,782,611,0
020122101,530,107,0
001221000,1017,234,147
011221002,395,222,0
011221012,414,412,0
102021001,130,531,117
020010210,773,210,394
020011210,505,198,127
020111212,595,0,0
000112210,398,50,273
002112210,462,91,0
012112210,559,0,0
010120020,719,376,248
110120221,399,376,0
110122221,1607,0,0
111122221,4762,0,0
011220001,419,364,0
011222001,0,583,0
121000122,502,99,0
121001122,397,373,0
010021012,143,552,129
012021012,0,408,180
112021012,0,407,401
112021212,0,1153,0
001212201,367,183,0
011212201,400,405,0
020021001,759,543,0
020021011,580,194,0
020221011,564,0,0
021221011,544,0,0
012000121,264,0,540
212000121,0,0,608
000010212,932,97,271
100010212,476,67,267
120010212,166,0,384
121010212,0,0,750
121012212,0,0,1566
002102101,595,60,121
210000012,721,601,0
121001002,136,269,381
121021002,0,223,394
121121202,0,0,1558
020101012,446,203,131
020121012,178,203,192
021121012,0,395,435
021121212,0,0,1700
001121221,609,0,0
110010222,0,631,0
000110212,590,65,140
000112212,320,96,198
011200210,389,384,0
011202210,436,199,0
011202211,0,826,0
211202211,0,1230,0
020201101,719,157,0
020201121,497,99,0
120100021,464,350,0
122100021,496,98,0
121220101,0,799,0
121222101,0,1156,0
211000200,348,731,238
211100200,270,285,252
211100220,201,191,211
211110220,0,405,391
000110022,913,411,0
100110022,422,403,0
102110022,389,200,0
102110122,617,0,0
012120100,453,201,112
012120120,396,0,186
012121120,408,0,368
100210120,640,0,108
100212120,614,0,0
110212120,815,0,0
010012201,579,78,146
102020112,310,94,213
102120112,574,0,0
022011001,450,292,0
022011021,507,83,0
220011100,432,310,0
020001120,770,499,0
021001122,416,188,0
021101122,382,393,0
002110021,583,60,138
002110221,618,0,0
002111221,646,0,0
020102010,750,152,409
021200010,863,169,257
021210010,522,126,119
021210012,392,0,190
021211012,378,0,358
011002021,465,66,255
211002021,190,0,398
000112021,532,0,269
020112121,788,0,0
201020101,534,140,126
201020121,286,90,171
012000210,678,598,0
012010210,789,0,0
220110021,476,92,0
220112121,1597,0,0
012102000,597,573,127
012112000,319,330,139
002110200,1214,160,0
002110210,695,128,0
202110210,527,100,0
212110210,585,0,0
011122122,1615,0,0
111122122,1615,0,0
000100221,988,221,149
100100221,554,260,0
100120221,184,367,0
001000212,680,227,386
001001212,246,242,271
001201212,184,182,202
001211212,0,375,385
111022000,799,0,0
200112012,477,106,0
210112012,605,0,0
012121002,195,415,0
021102010,398,0,442
021102210,0,0,609
001122010,400,144,255
001122210,204,0,386
022211101,427,423,0
022211121,1548,0,0
020021211,409,187,0
021120112,397,389,0
221120112,0,1168,0
102020010,517,715,146
102020011,311,475,0
001022101,197,437,139
001222101,0,579,0
100100122,813,0,0
012001200,641,710,0
121120000,204,321,272
121120200,0,190,369
121120210,0,0,768
002011102,474,58,263
202011102,501,107,0
010120200,448,720,122
112120200,0,634,0
022001010,592,599,143
010020112,0,667,136
001200012,728,277,250
101200012,446,54,278
121200012,190,0,417
121210012,402,0,383
121210212,0,0,1535
021020112,186,199,172
021122112,1611,0,0
120001221,500,83,0
210102001,239,0,524
210112021,0,0,813
210021100,282,414,119
210021120,228,200,168
002021110,484,206,168
022021110,515,82,0
101102002,624,64,119
101122002,618,0,0
011122021,402,0,404
002102100,752,425,126
002112100,209,422,119
020110221,606,0,0
010000122,914,207,157
010001122,513,135,143
010021122,381,221,0
011021122,405,423,0
211021122,0,1198,0
000011122,683,0,139
000112120,598,62,153
022001110,316,319,136
100021210,295,390,127
102021210,0,594,0
201100002,692,671,0
201100122,425,199,0
211100122,409,399,0
200102112,228,387,0
210102112,0,750,0
210122112,0,1155,0
000212010,1235,99,0
100212010,735,65,0
100212012,469,106,0
101212212,1527,0,0
111212212,1527,0,0
010001022,590,534,140
011201022,447,90,0
011201122,795,0,0
011221122,1569,0,0
210121020,184,211,183
120001120,437,344,0
120001122,497,107,0
011200000,2549,1364,0
011202000,899,416,0
020120110,580,196,0
220120110,297,290,0
220121110,0,774,0
100220121,0,391,191
222010110,0,584,0
210201201,0,614,0
010200102,741,332,295
210201102,380,187,0
210211102,813,0,0
001200120,1128,179,0
100120002,863,284,131
102010002,559,531,258
021000012,676,128,496
100002001,2729,976,217
100022001,520,655,140
100122001,432,213,133
100012120,723,73,0
102112120,646,0,0
000220110,649,461,238
012220110,308,112,200
112220110,0,375,413
112222110,0,1177,0
110000022,749,452,138
111000022,776,0,0
112000021,524,137,134
112200021,423,0,198
112210021,615,0,0
100001212,368,138,262
100021212,211,209,207
100121212,0,392,387
000101202,602,583,130
000111202,842,0,0
202110211,382,412,0
222110211,0,1207,0
220001001,793,538,0
221001001,767,0,0
001100202,455,593,297
001112202,211,184,222
020200011,1143,159,0
021200011,716,135,0
212000100,719,228,420
212100100,254,262,269
212100102,201,406,0
221121001,605,0,0
102012010,481,308,0
102212010,474,85,0
201211000,438,316,0
221211000,459,115,0
221211001,589,0,0
102210120,399,0,186
102210121,614,0,0
201021100,332,497,0
201021102,0,648,0
110210020,606,72,132
110212020,599,0,0
110212021,589,0,0
201100200,712,219,382
201100201,396,0,417
201120201,403,0,217
210002001,583,200,569
211002201,0,197,402
001020120,535,625,135
001120120,193,505,140
001122120,281,113,200
121200112,380,0,416
121220112,0,0,1614
120212100,618,0,0
120212101,600,0,0
000100122,1068,211,0
000011220,918,424,0
000011221,751,71,0
122100000,1095,244,0
122110000,721,66,0
122110020,628,0,0
200211102,612,0,0
200211112,812,0,0
220211112,1575,0,0
101002201,599,71,136
121002201,414,0,184
121102201,411,0,381
121122201,0,0,1539
100021002,653,327,376
110221002,424,0,186
111221002,640,0,0
121001022,209,376,0
101120220,289,292,0
111120220,576,0,0
201011200,396,428,0
201011202,336,320,0
121100002,329,195,262
221120010,360,214,0
221121010,397,385,0
000212112,474,102,0
202012101,284,105,184
202012111,599,0,0
201012001,387,137,256
201012201,0,197,415
211012201,0,406,424
012100221,398,185,0
022100100,802,495,0
022100101,430,358,0
022120111,602,0,0
010020121,271,145,423
010220121,213,216,232
011220121,386,403,0
012021000,240,708,373
012221100,196,0,398
200120100,304,800,295
210120100,134,423,286
210120120,0,205,424
210121120,0,416,389
201001200,748,584,0
002121210,0,612,0
100120102,777,0,0
201102010,394,117,252
201102012,386,206,0
012200100,565,182,548
120211002,202,0,406
121211002,397,0,372
112012002,0,643,0
020011020,1222,96,0
012010021,514,0,264
012210021,385,0,200
012211221,1528,0,0
002010112,208,482,154
202010112,312,294,0
202011112,388,388,0
120100020,919,431,0
120101220,314,303,0
100202121,399,207,0
101202121,368,370,0
200100012,617,705,0
200101012,307,450,0
200121012,0,597,0
001021212,180,201,211
011021212,380,395,0
010200112,347,296,122
210200112,407,206,0
200110210,627,69,154
200110212,588,0,0
200111212,579,0,0
211022010,0,400,208
210001020,762,307,247
210011020,483,199,112
000200211,635,680,0
001202211,201,408,0
011222211,0,1226,0
122010211,636,0,0
021002011,479,67,248
020120011,447,192,153
022120011,310,272,0
110210022,317,102,216
121002000,854,229,237
010120012,129,633,0
210120012,0,555,0
020211000,864,208,251
211200112,365,413,0
211220112,0,1186,0
201001201,794,0,0
022100011,329,451,0
222100011,0,603,0
212010120,182,0,412
210100120,291,126,404
212100120,188,0,399
202101210,291,341,0
212101210,391,421,0
022110012,333,317,0
022111012,627,0,0
211002211,0,399,431
211022211,0,0,1568
000010122,1090,87,156
100012122,502,104,0
101012122,589,0,0
020000112,687,360,270
220110112,406,396,0
220112112,1594,0,0
100102102,759,0,0
220110000,844,311,138
220110001,318,325,154
220110201,282,88,226
220111201,571,0,0
000210211,467,343,0
002210211,501,83,0
000012210,930,71,261
100012210,596,62,155
102012210,457,84,0
102012211,594,0,0
001021021,802,0,0
102202111,579,0,0
001221001,763,0,0
000120120,589,487,260
002120121,303,105,200
002121121,0,421,417
102120010,334,482,0
221110102,609,0,0
100121020,222,634,0
100121022,316,340,0
112121022,1565,0,0
000201201,874,479,0
110220010,167,428,134
000210201,903,444,0
100210201,818,0,0
101202100,434,307,0
101202120,499,115,0
100122100,797,0,0
200111200,759,0,0
002011212,543,0,0
102011212,770,0,0
102211212,1557,0,0
011002002,1156,228,0
011202102,469,96,0
120120000,634,471,256
120012120,580,0,0
121012120,628,0,0
021201010,483,61,251
021201012,188,0,378
110200021,599,74,127
110202021,454,108,0
020020101,856,513,0
020020111,816,0,0
011220100,316,456,0
011220102,288,314,0
111220102,593,0,0
102022101,512,92,0
112022101,419,381,0
110200200,1066,238,0
112201201,425,409,0
220102011,282,86,211
221210010,417,194,0
221210011,422,375,0
221212011,1658,0,0
221212111,1658,0,0
002002011,1122,213,0
002002111,728,0,0
022011112,0,380,389
112021021,0,401,413
010100220,650,572,142
000210021,1099,92,126
200000112,598,735,0
210000112,332,464,0
012022111,621,0,0
011200200,766,465,0
211200210,0,605,0
012000201,753,611,0
012100201,422,414,0
012120201,0,644,0
201020100,477,664,132
201120100,131,547,135
010002021,806,106,406
020011002,968,85,283
022011102,308,82,205
122011102,403,0,390
011020002,759,658,0
011120002,330,457,0
011120022,297,291,0
111120022,613,0,0
120020110,599,71,119
122020111,636,0,0
110012200,628,131,0
110012202,384,189,0
011120200,487,188,150
110222010,0,552,0
022012110,315,300,0
022112112,0,1238,0
000121210,134,495,126
020121210,194,183,201
120121210,0,413,401
202101000,589,554,138
020212101,633,0,0
122112010,394,385,0
000200112,583,352,389
210001200,539,778,0
210011200,404,411,0
212011210,616,0,0
000210112,575,52,136
200210112,640,0,0
210210112,631,0,0
221101000,567,196,0
221111002,603,0,0
000122121,272,94,172
010122121,417,0,405
012122121,1615,0,0
010012000,2942,673,405
010012002,989,445,0
110012002,425,398,0
210012000,980,91,274
210012120,384,0,180
210012121,412,0,377
201200010,666,659,0
121202100,398,190,0
121202101,422,344,0
210112000,437,69,239
210112020,173,0,395
210112221,0,0,1648
020102121,521,96,0
120102121,613,0,0
200010121,408,132,265
210212121,1607,0,0
202121100,0,431,216
202121101,0,402,386
202121121,0,0,1612
020012110,585,222,0
220012111,634,0,0
001200121,586,194,0
001220121,285,279,0
201001212,204,381,0
211101222,0,1129,0
110021020,454,212,129
201221112,0,1156,0
212201101,420,0,424
021122100,470,99,0
121122100,592,0,0
000011022,902,334,120
211211202,0,1162,0
220112001,185,210,202
011120202,285,284,0
011120212,384,381,0
211120212,0,1203,0
001112200,262,124,423
201112000,546,0,262
221112001,362,0,394
102010212,494,102,0
102110212,411,367,0
102112212,0,1134,0
000001212,717,345,262
010001212,458,333,0
010021212,205,404,0
010121212,0,760,0
222001101,0,623,0
122110012,436,450,0
112022211,0,1224,0
000102201,633,147,522
122001001,523,254,0
122021121,0,1241,0
012110220,515,109,0
100220001,537,630,154
102220011,332,303,0
102220111,625,0,0
002101020,871,300,108
002101021,338,368,129
002101221,399,188,0
122001010,513,136,138
122001210,388,216,0
122101210,403,399,0
122101212,1589,0,0
120012001,834,0,0
101112222,0,1192,0
012120010,133,651,0
012120012,0,586,0
012120112,0,762,0
212120112,0,1133,0
001211002,388,259,125
001211202,0,416,179
101211222,0,1139,0
100001002,1824,966,1169
100001022,643,514,138
100011022,327,319,138
100011222,0,608,0
202000011,722,575,0
000210102,964,83,306
020210112,374,0,210
002020101,870,186,275
002120101,536,126,134
001211220,295,280,0
001211221,627,0,0
102002001,1064,239,0
102002011,620,196,0
102002211,390,196,0
102102211,414,383,0
122102211,1654,0,0
200010021,729,188,395
200110021,466,62,282
200110221,377,0,220
211002100,421,279,137
221010010,567,146,156
221011210,407,403,0
221211210,0,1216,0
021001021,847,0,0
100212112,378,417,0
000201210,683,561,121
201012012,615,0,0
012020010,301,903,135
212121010,0,784,0
212121210,0,1183,0
100010221,793,0,0
001221010,454,208,135
201221010,293,290,0
102211002,186,0,398
102211102,0,0,808
110002201,599,220,0
110202201,480,105,0
211022101,0,381,387
211022121,0,0,1521
100220110,233,326,241
120000121,458,317,0
120002121,490,95,0
000102210,542,208,515
021220011,461,94,0
021010210,295,122,394
221010211,0,442,392
221012211,0,0,1612
101012002,579,73,139
101012022,492,89,0
111012022,616,0,0
100201201,685,119,0
120201201,600,0,0
121201201,619,0,0
100002201,936,215,140
112002211,406,402,0
022011121,385,360,0
001100022,653,667,0
012202101,488,127,0
012202111,601,0,0
220110100,453,287,0
120210001,793,0,0
200021010,506,801,0
221121012,0,1138,0
000211200,607,579,138
000211201,490,331,0
202001112,202,364,0
212001112,409,421,0
221100001,628,78,127
221120001,513,109,0
121110220,392,407,0
201201102,415,198,0
222101001,0,577,0
100020021,519,667,116
110020021,493,217,142
112020021,184,215,210
112020121,449,0,433
110000220,879,463,0
110000221,666,113,0
110020221,424,182,0
200110012,654,135,0
200010211,163,476,111
110002002,832,538,0
110002012,412,400,0
111022012,596,0,0
001020102,488,695,117
011020102,357,466,0
011220112,0,813,0
001202001,732,584,0
011202001,308,461,0
011202201,281,315,0
012000100,1804,959,1187
212000101,384,0,425
212002101,402,0,230
212002111,611,0,0
012201211,0,791,0
200212110,609,0,0
200212111,575,0,0
121020100,191,471,146
121220100,0,369,218
121221100,0,349,389
021120210,179,0,374
200112001,280,120,361
112200120,205,0,385
112200121,371,0,373
122001120,489,106,0
211010002,580,157,0
211210002,447,82,0
211210012,574,0,0
010012200,964,185,140
011012200,516,116,154
211012200,292,105,213
101220001,406,444,0
011102002,627,189,0
011102022,490,78,0
211112022,1561,0,0
020002110,1097,174,0
121102020,493,107,0
200112000,708,217,376
002011200,1120,188,0
102011220,470,111,0
102111220,606,0,0
102200101,610,79,147
000110220,828,329,154
000110221,655,0,153
212100001,402,120,262
212100021,198,0,429
212100121,0,0,838
010022010,385,775,136
010022110,201,598,0
012022110,339,264,0
012122110,380,396,0
221201101,634,0,0
121200120,394,189,0
010101202,196,581,0
010121202,0,557,0
110212000,739,67,0
110212200,596,0,0
110212201,574,0,0
011020201,544,126,127
211020201,291,101,163
211021201,575,0,0
012001221,399,204,0
000101020,2247,1453,176
100020012,619,307,425
101020012,456,69,250
101221012,424,0,403
121221012,0,0,1595
022000110,755,401,124
022101100,397,398,0
022101102,480,98,0
012011200,704,154,0
200010102,1159,179,0
200110102,570,191,0
200110122,558,0,0
200111122,589,0,0
212201010,482,91,0
212211010,596,0,0
221110021,778,0,0
210110020,478,78,270
211112020,384,0,412
100021012,296,113,381
011201200,358,379,0
211201200,0,573,0
102011020,566,72,130
202100100,319,693,254
100211212,401,0,402
220011021,480,97,0
220111021,589,0,0
110201002,460,67,247
210100020,611,214,558
212110021,403,0,398
002110122,502,105,0
010210002,1051,163,123
110210002,565,114,120
220001211,266,298,0
111020002,872,0,0
001120200,622,297,402
201120211,393,0,387
111200020,802,0,0
012011020,485,63,272
200100112,148,609,0
202100112,0,591,0
202101112,0,750,0
110001220,327,470,0
110021220,290,287,0
111021220,577,0,0
101021212,400,0,421
021100201,467,59,278
101022001,198,467,110
101022201,282,93,197
101201200,583,66,114
111221200,588,0,0
120102100,782,0,0
200112100,391,243,124
220112100,343,187,0
221112100,567,0,0
201100012,398,412,0
001210102,845,0,0
110210220,467,87,0
110211220,405,363,0
120120001,199,480,125
120120201,0,399,180
120120211,0,389,379
102201102,0,0,636
201110020,606,70,125
201112020,431,0,204
121000012,274,0,526
201110221,358,0,371
201112221,0,0,1493
112201120,0,0,744
001012020,1095,71,140
011012022,530,110,0
201200121,591,0,0
002102011,600,202,0
012102211,377,419,0
120200001,1140,162,0
120200101,562,183,0
122201101,789,0,0
211012000,586,63,142
120110202,312,87,184
022210011,545,103,0
022210111,622,0,0
210100002,597,697,0
210100012,314,460,0
211210021,390,378,0
002210001,955,166,136
211020010,0,664,160
211122010,0,401,407
221000112,381,204,0
101001220,400,394,0
101201220,506,96,0
101201221,564,0,0
010110220,342,319,130
210110220,288,110,196
210111220,588,0,0
210211122,1539,0,0
000110122,702,53,0
012110122,408,412,0
100022211,0,354,189
100122211,0,405,366
221011120,584,0,0
200021110,332,446,0
121102000,439,56,259
110200122,416,0,193
101100022,398,421,0
201122100,220,186,202
201122110,417,404,0
000221001,983,231,142
010120102,347,460,0
010122102,299,327,0
021011020,733,76,0
021011220,503,115,0
121211220,1540,0,0
121211221,1540,0,0
021010200,725,173,388
021011200,519,145,142
021211200,298,101,223
002012211,633,0,0
012012211,597,0,0
202100211,188,420,0
212100211,379,395,0
212102211,1528,0,0
210211120,397,0,378
212211120,0,0,1599
102101220,315,307,0
122021101,386,416,0
122221101,1505,0,0
001122201,205,0,416
001122211,0,0,813
110002210,507,251,0
110212210,631,0,0
121002211,386,0,383
121022211,0,0,1561
122001211,397,420,0
122201211,1622,0,0
111200002,736,0,0
012020100,631,288,400
012221110,404,0,403
112102002,0,563,0
011021221,609,0,0
012102010,334,460,0
212102010,456,95,0
212112010,561,0,0
110001222,0,578,0
001020021,744,408,131
011020021,570,58,128
011022021,301,81,176
111022021,602,0,0
001120122,301,303,0
101120122,593,0,0
010210102,595,60,144
222011001,0,545,0
002112102,0,578,0
001220001,782,541,0
221102001,410,0,194
221020011,614,0,0
001102210,283,0,516
210002100,794,275,270
210102102,189,367,0
210112102,368,417,0
100112200,394,255,139
100112202,0,422,226
110112202,0,812,0
112112202,0,1150,0
100120200,323,749,252
100121200,0,673,135
020210110,584,66,134
022210110,281,88,183
122210110,371,0,425
122212110,1573,0,0
122212111,1573,0,0
200011210,433,397,0
220011210,333,303,0
220111210,620,0,0
121122000,284,93,191
121122001,0,416,407
111000220,818,0,0
202110010,391,421,0
222110010,0,565,0
000002121,829,218,257
100002121,596,210,0
120012121,591,0,0
011000020,2601,861,378
011122221,1581,0,0
102001122,408,0,165
102101122,638,0,0
102200110,329,188,235
020021101,397,394,0
020221101,524,107,0
120221101,385,406,0
001211122,565,0,0
100010022,668,561,131
102010122,284,109,218
000121200,317,887,125
102001210,417,390,0
102001212,383,184,0
112001212,416,356,0
112201212,1670,0,0
011202120,489,89,0
011212120,628,0,0
102212100,387,193,0
010201002,733,307,263
001020112,119,502,113
001220112,0,395,183
001221112,0,382,360
102010200,1170,165,0
102110200,605,172,0
102110220,494,95,0
112110220,417,385,0
112112220,1589,0,0
012001012,393,257,115
121120002,309,88,201
102200121,446,0,189
202102110,294,301,0
202102111,605,0,0
221102110,790,0,0
200011102,760,68,0
221010000,1093,90,130
221211010,386,411,0
201200011,391,402,0
201202011,305,328,0
210120021,213,0,404
201002001,516,190,531
201002121,393,0,193
211002121,375,0,361
102200211,372,215,0
121120020,0,631,0
011100202,308,465,0
122101000,552,194,0
122101200,380,183,0
122111200,556,0,0
200021001,953,327,133
202012011,502,101,0
102101002,594,211,0
122101002,580,0,0
122101012,791,0,0
200112210,376,0,226
000021120,487,545,254
101221120,380,386,0
201211020,480,105,0
201211120,597,0,0
000022011,613,466,291
100222011,0,566,0
112100020,473,332,0
112102020,512,92,0
110122020,620,0,0
021001201,783,0,0
120000201,1021,222,132
121000201,589,71,138
102120201,0,627,0
012200110,501,130,154
211200000,590,702,0
211200100,546,289,0
211200102,381,194,0
211201102,386,403,0
211201122,1541,0,0
110000212,590,200,0
110002212,494,98,0
012010012,804,0,0
201201001,799,0,0
111020020,783,0,0
110112222,0,1155,0
210001201,317,459,0
210001221,516,88,0
100212100,665,141,0
011022001,191,350,255
011022211,0,403,373
120121000,197,494,153
122121012,1569,0,0
200211021,314,87,189
200101201,587,206,0
220101201,453,102,0
221101201,557,0,0
010100221,562,120,164
010120221,389,185,0
112120221,0,1193,0
221100021,486,111,0
211220011,0,799,0
120001012,268,0,539
120021012,189,0,370
121021012,0,0,784
010021200,466,829,0
011021200,522,245,0
211021200,311,296,0
021102000,826,83,418
021122110,802,0,0
112022100,321,282,0
000212110,754,84,0
020212110,607,0,0
021212110,635,0,0
202100010,516,758,0
202101010,182,607,0
202101012,303,280,0
202111012,622,0,0
000101022,791,565,0
102100012,347,475,0
102102012,0,641,0
101022012,467,107,0
101122012,774,0,0
121122012,1655,0,0
120011020,711,82,0
120111022,621,0,0
022102011,497,101,0
022102111,587,0,0
112000102,180,364,241
112000122,314,124,197
112001122,379,0,435
010100202,534,804,0
001020012,459,610,254
011020012,344,446,0
011220012,303,270,0
010120120,399,149,265
010122120,410,0,186
012002100,642,562,124
012002101,584,81,167
000221011,590,201,0
021022101,267,281,0
021122101,394,409,0
001110022,452,341,0
210001012,332,444,0
211201212,0,1114,0
120201000,810,103,391
121201000,486,62,259
121201200,399,0,181
012102100,295,341,132
002002110,752,556,0
002012110,399,411,0
002212110,496,102,0
012212110,589,0,0
010120212,193,381,0
112000120,493,67,270
212001001,265,252,272
212101221,1543,0,0
100212121,630,0,0
211000120,531,134,131
211200120,597,0,0
100220101,194,494,155
110012122,395,403,0
022011012,298,111,202
221011020,615,0,0
100220100,358,572,381
110220120,298,72,193
110220121,0,359,416
102010120,597,70,148
010021002,423,742,122
011021002,325,468,0
011121022,0,819,0
120120021,0,597,0
001202011,334,518,0
001222011,0,646,0
000102211,261,159,382
112020100,337,199,281
221000001,1082,81,117
221010001,602,64,125
221010021,568,0,0
221010121,600,0,0
000211210,328,356,93
020211210,208,218,170
002100012,533,802,0
100011220,469,344,0
120011220,493,119,0
001010221,569,60,129
001012221,424,0,198
001112221,403,0,388
120022110,492,90,0
121021000,173,315,238
121221000,282,103,201
121221010,374,0,410
121100220,206,399,0
021120021,0,579,0
200101020,896,298,142
220000011,773,386,118
220001011,389,406,0
220201011,372,197,0
220211011,0,780,0
220211211,0,1165,0
011202010,427,387,0
011222010,0,599,0
001220010,479,739,135
011221212,1571,0,0
211012102,613,0,0
110002221,596,0,0
111002221,656,0,0
010220001,524,598,132
010220011,199,582,0
210220011,270,296,0
210220111,555,0,0
002021010,448,794,142
101122201,387,0,368
101122221,1574,0,0
112000020,705,345,270
202210101,256,95,185
202211101,0,395,421
002120100,903,287,120
202120101,292,91,174
202120111,610,0,0
001021102,118,549,128
021021102,0,420,175
021121102,0,798,0
121020112,410,0,388
020011122,586,0,0
021011122,609,0,0
010021120,386,130,274
021200110,598,77,140
021220110,255,98,202
021220111,606,0,0
101220120,274,309,0
111220120,596,0,0
